Village_Code,Town_Code,縣市,鄉鎮區,村里,KMT,DPP,PFP,KMT_rate,DPP_rate,PFP_rate,Valid_Votes,Invalid_Votes,Votes,Valid_People,Votes_Rate
6601100-021,6601100,台中市,大甲區,太白里,232,518,69,0.283272283,0.632478632,0.084249084,819,14,833,1242,0.670692432
6601100-022,6601100,台中市,大甲區,孟春里,652,1510,272,0.267871816,0.620377979,0.111750205,2434,34,2468,3757,0.656907107
6601100-023,6601100,台中市,大甲區,幸福里,390,1107,159,0.235507246,0.668478261,0.096014493,1656,22,1678,2526,0.66429137
6601100-024,6601100,台中市,大甲區,日南里,862,1831,445,0.274697259,0.58349267,0.14181007,3138,32,3170,5023,0.631096954
6601100-025,6601100,台中市,大甲區,龍泉里,316,562,104,0.321792261,0.572301426,0.105906314,982,15,997,1497,0.665998664
6601100-026,6601100,台中市,大甲區,西岐里,359,594,123,0.333643123,0.55204461,0.114312268,1076,15,1091,1607,0.678904792
6601100-027,6601100,台中市,大甲區,銅安里,226,498,98,0.274939173,0.605839416,0.119221411,822,18,840,1306,0.643185299
6601100-028,6601100,台中市,大甲區,福德里,224,388,94,0.317280453,0.549575071,0.133144476,706,14,720,1055,0.682464455
6601100-029,6601100,台中市,大甲區,建興里,234,624,114,0.240740741,0.641975309,0.117283951,972,12,984,1411,0.697377746
6602200-009,6602200,台中市,大安區,福住里,181,357,98,0.284591195,0.561320755,0.15408805,636,13,649,1009,0.6432111
6602200-001,6602200,台中市,大安區,南埔里,197,451,41,0.285921626,0.654571843,0.059506531,689,4,693,1030,0.672815534
6602200-002,6602200,台中市,大安區,南庄里,175,409,52,0.275157233,0.643081761,0.081761006,636,9,645,1030,0.626213592
6602200-003,6602200,台中市,大安區,中庄里,466,919,217,0.290886392,0.573657928,0.13545568,1602,13,1615,2550,0.633333333
6602200-004,6602200,台中市,大安區,龜?里,326,573,126,0.31804878,0.55902439,0.122926829,1025,26,1051,1570,0.669426752
6602200-005,6602200,台中市,大安區,福興里,214,512,82,0.264851485,0.633663366,0.101485149,808,9,817,1170,0.698290598
6602200-006,6602200,台中市,大安區,東安里,272,455,88,0.333742331,0.558282209,0.10797546,815,7,822,1192,0.689597315
6602200-007,6602200,台中市,大安區,頂安里,170,351,64,0.290598291,0.6,0.109401709,585,13,598,874,0.684210526
6602200-008,6602200,台中市,大安區,永安里,351,654,124,0.310894597,0.579273694,0.109831709,1129,24,1153,1703,0.677040517
6602200-010,6602200,台中市,大安區,海墘里,382,451,94,0.412081985,0.486515642,0.101402373,927,12,939,1380,0.680434783
6602200-011,6602200,台中市,大安區,西安里,329,649,116,0.300731261,0.593235832,0.106032907,1094,19,1113,1667,0.667666467
6602200-012,6602200,台中市,大安區,松雅里,172,370,46,0.292517007,0.629251701,0.078231293,588,6,594,820,0.724390244
6602400-001,6602400,台中市,大肚區,王田里,764,1651,448,0.266852951,0.576667831,0.156479218,2863,49,2912,4044,0.72007913
6602400-002,6602400,台中市,大肚區,中和里,154,372,92,0.249190939,0.601941748,0.148867314,618,15,633,840,0.753571429
6602400-003,6602400,台中市,大肚區,福山里,705,1460,349,0.280429594,0.580747812,0.138822593,2514,47,2561,3502,0.731296402
6602400-004,6602400,台中市,大肚區,營埔里,284,551,175,0.281188119,0.545544554,0.173267327,1010,21,1031,1397,0.738010021
6602400-005,6602400,台中市,大肚區,社腳里,546,840,275,0.32871764,0.505719446,0.165562914,1661,33,1694,2345,0.72238806
6602400-006,6602400,台中市,大肚區,新興里,601,866,314,0.33745087,0.486243683,0.176305446,1781,31,1812,2519,0.719333069
6602400-007,6602400,台中市,大肚區,大東里,700,1041,268,0.348432056,0.518168243,0.133399701,2009,33,2042,2858,0.714485654
6602400-008,6602400,台中市,大肚區,大肚里,512,730,178,0.36056338,0.514084507,0.125352113,1420,19,1439,1928,0.746369295
6602400-009,6602400,台中市,大肚區,永和里,209,309,81,0.348914858,0.515859766,0.135225376,599,8,607,821,0.739342266
6602400-010,6602400,台中市,大肚區,磺溪里,353,570,173,0.322080292,0.520072993,0.157846715,1096,22,1118,1587,0.70447385
6602400-011,6602400,台中市,大肚區,永順里,335,666,147,0.291811847,0.580139373,0.12804878,1148,17,1165,1576,0.739213198
6602400-012,6602400,台中市,大肚區,成功里,219,317,134,0.326865672,0.473134328,0.2,670,11,681,919,0.741022851
6602400-013,6602400,台中市,大肚區,山陽里,271,535,131,0.289220918,0.570971185,0.139807898,937,22,959,1284,0.746884735
6602400-014,6602400,台中市,大肚區,頂街里,1438,2402,772,0.311795317,0.520815265,0.167389419,4612,70,4682,6607,0.708642349
6602400-015,6602400,台中市,大肚區,瑞井里,870,1796,569,0.268933539,0.555177743,0.175888717,3235,57,3292,4617,0.713017111
6602400-016,6602400,台中市,大肚區,蔗?里,704,1793,468,0.237436762,0.604721754,0.157841484,2965,43,3008,4420,0.680542986
6602400-017,6602400,台中市,大肚區,自強里,839,1126,381,0.357630009,0.479965899,0.162404092,2346,29,2375,3374,0.70391227
6602800-001,6602800,台中市,大里區,大里里,539,1339,373,0.239449134,0.594846735,0.165704131,2251,32,2283,3338,0.683942481
6602800-002,6602800,台中市,大里區,新里里,1538,3320,891,0.267524787,0.577491738,0.154983475,5749,73,5822,9047,0.643528241
6602800-003,6602800,台中市,大里區,樹王里,517,1436,280,0.231527094,0.643081057,0.12539185,2233,28,2261,3199,0.70678337
6602800-004,6602800,台中市,大里區,東興里,1167,2639,750,0.256145742,0.579236172,0.164618086,4556,49,4605,6749,0.682323307
6602800-005,6602800,台中市,大里區,祥興里,1107,2490,637,0.261454889,0.588096363,0.150448748,4234,47,4281,6518,0.656796563
6602800-006,6602800,台中市,大里區,日新里,697,1414,436,0.273655281,0.555162937,0.171181782,2547,27,2574,3669,0.701553557
6602800-007,6602800,台中市,大里區,西榮里,930,2011,539,0.267241379,0.577873563,0.154885057,3480,38,3518,5366,0.655609392
6602800-008,6602800,台中市,大里區,內新里,1426,2666,810,0.290901673,0.543859649,0.165238678,4902,54,4956,7659,0.647081864
6602800-009,6602800,台中市,大里區,東昇里,570,1170,311,0.277913213,0.570453437,0.15163335,2051,21,2072,3101,0.668171558
6602800-010,6602800,台中市,大里區,立仁里,776,1824,508,0.24967825,0.586872587,0.163449163,3108,33,3141,4901,0.640889614
6602800-011,6602800,台中市,大里區,新仁里,1179,2816,740,0.248996832,0.594720169,0.156282999,4735,42,4777,7174,0.665876777
6602800-012,6602800,台中市,大里區,大元里,630,1729,423,0.226455787,0.621495327,0.152048886,2782,31,2813,3987,0.705543015
6602800-013,6602800,台中市,大里區,夏田里,146,446,110,0.207977208,0.635327635,0.156695157,702,10,712,974,0.73100616
6602800-014,6602800,台中市,大里區,仁化里,1150,3089,834,0.226690321,0.608909915,0.164399763,5073,54,5127,7925,0.646940063
6602800-015,6602800,台中市,大里區,健民里,697,1518,471,0.259493671,0.565152643,0.175353686,2686,42,2728,4158,0.656084656
6602800-016,6602800,台中市,大里區,塗城里,1232,3083,796,0.241048718,0.603208765,0.155742516,5111,56,5167,7917,0.652646204
6602800-017,6602800,台中市,大里區,瑞城里,1851,4017,1198,0.261958675,0.568497028,0.169544297,7066,66,7132,10881,0.655454462
6602800-018,6602800,台中市,大里區,金城里,1542,3285,924,0.268127282,0.571205008,0.16066771,5751,45,5796,9030,0.641860465
6602800-019,6602800,台中市,大里區,東湖里,1655,3357,1101,0.2707345,0.549157533,0.180107967,6113,76,6189,9339,0.662704786
6602800-020,6602800,台中市,大里區,西湖里,457,1099,270,0.250273823,0.601861993,0.147864184,1826,17,1843,2653,0.694685262
6602800-021,6602800,台中市,大里區,國光里,1037,2033,627,0.280497701,0.549905329,0.169596971,3697,57,3754,5396,0.695700519
6602800-022,6602800,台中市,大里區,大明里,734,1461,374,0.285714286,0.568703776,0.145581938,2569,26,2595,3935,0.659466328
6602800-023,6602800,台中市,大里區,永隆里,1627,3108,854,0.291107533,0.556092324,0.152800143,5589,79,5668,8027,0.706116856
6602800-024,6602800,台中市,大里區,長榮里,1490,2894,935,0.280127844,0.544087234,0.175784922,5319,63,5382,7844,0.686129526
6602800-025,6602800,台中市,大里區,中新里,845,1648,575,0.275423729,0.537157757,0.187418514,3068,34,3102,4743,0.654016445
6602800-026,6602800,台中市,大里區,立德里,1076,2745,723,0.236795775,0.60409331,0.159110915,4544,54,4598,6883,0.668022665
6602800-027,6602800,台中市,大里區,仁德里,968,2201,549,0.26035503,0.591984938,0.147660032,3718,35,3753,5665,0.662488967
6601800-001,6601800,台中市,大雅區,大雅里,932,1566,426,0.31874145,0.535567715,0.145690834,2924,40,2964,4146,0.714905933
6601800-002,6601800,台中市,大雅區,員林里,2167,3665,1024,0.316073512,0.534568261,0.149358226,5911,99,6010,8293,0.724707585
6601800-003,6601800,台中市,大雅區,六寶里,931,1582,507,0.308278146,0.52384106,0.167880795,3965,70,4035,5821,0.693179866
6601800-004,6601800,台中市,大雅區,秀山里,580,1317,321,0.261496844,0.593778179,0.144724977,2218,41,2259,3000,0.753
6601800-005,6601800,台中市,大雅區,忠義里,1306,618,460,0.547818792,0.259228188,0.19295302,2384,38,2422,3539,0.684374117
6601800-006,6601800,台中市,大雅區,橫山里,769,1601,377,0.279941755,0.582817619,0.137240626,2747,53,2800,3834,0.730307773
6601800-007,6601800,台中市,大雅區,三和里,898,1944,520,0.267102915,0.578227246,0.154669839,3362,61,3423,4681,0.731254006
6601800-008,6601800,台中市,大雅區,西寶里,775,1811,469,0.253682488,0.592798691,0.153518822,3055,32,3087,4396,0.702229299
6601800-009,6601800,台中市,大雅區,上楓里,1059,2223,604,0.272516727,0.572053525,0.155429748,3886,55,3941,5516,0.714467005
6601800-010,6601800,台中市,大雅區,二和里,1180,2026,606,0.309548793,0.531479538,0.158971668,3812,45,3857,5465,0.705763952
6601800-011,6601800,台中市,大雅區,四德里,833,1514,488,0.29382716,0.534038801,0.172134039,2835,37,2872,4118,0.697425935
6601800-012,6601800,台中市,大雅區,上雅里,1045,1881,555,0.300201092,0.540361965,0.159436943,3481,60,3541,5161,0.686107344
6601800-013,6601800,台中市,大雅區,文雅里,1243,1921,587,0.331378299,0.512130099,0.156491602,3751,53,3804,5518,0.68938021
6601800-014,6601800,台中市,大雅區,大楓里,827,1733,499,0.270349788,0.566525008,0.163125204,3059,40,3099,4430,0.699548533
6601800-015,6601800,台中市,大雅區,雅楓里,698,1156,363,0.314839874,0.52142535,0.163734777,2217,39,2256,3361,0.671228801
6600100-001,6600100,台中市,中區,繼光里,480,951,240,0.287253142,0.569120287,0.143626571,974,12,986,1483,0.66486851
6600100-002,6600100,台中市,中區,大墩里,391,786,180,0.288135593,0.579218865,0.132645542,1357,14,1371,2091,0.655667145
6600100-003,6600100,台中市,中區,綠川里,318,675,128,0.28367529,0.602140946,0.114183764,1121,10,1131,1634,0.692166463
6600100-004,6600100,台中市,中區,公園里,276,520,124,0.3,0.565217391,0.134782609,920,10,930,1496,0.621657754
6600100-005,6600100,台中市,中區,光復里,236,301,75,0.385620915,0.491830065,0.12254902,1309,13,1322,2020,0.654455446
6600100-006,6600100,台中市,中區,柳川里,329,577,144,0.313333333,0.54952381,0.137142857,1050,13,1063,1815,0.585674931
6600100-007,6600100,台中市,中區,大誠里,440,761,209,0.312056738,0.539716312,0.14822695,1410,29,1439,2168,0.663745387
6600100-008,6600100,台中市,中區,中華里,303,591,158,0.288022814,0.561787072,0.150190114,1052,19,1071,1734,0.617647059
6602700-001,6602700,台中市,太平區,太平里,863,2285,520,0.235278081,0.622955289,0.14176663,3668,54,3722,5288,0.703857791
6602700-002,6602700,台中市,太平區,長億里,1015,2021,604,0.278846154,0.55521978,0.165934066,3640,31,3671,5450,0.673577982
6602700-003,6602700,台中市,太平區,中平里,652,1562,367,0.252615265,0.605191786,0.142192948,2581,26,2607,3913,0.666240736
6602700-004,6602700,台中市,太平區,中興里,541,1396,307,0.241087344,0.622103387,0.136809269,2244,22,2266,3277,0.691486115
6602700-005,6602700,台中市,太平區,建國里,574,1000,247,0.315211422,0.549148819,0.135639758,1821,30,1851,2763,0.669923996
6602700-006,6602700,台中市,太平區,東平里,660,1371,385,0.273178808,0.567466887,0.159354305,2416,21,2437,3772,0.646076352
